address,name,online_order,book_table,rate,votes,phone,location,rest_type,cuisines,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
"1st Cross, 100 Feet Road, Opposite ING Vusya Bank, Koramangala 5th Block, Bangalore",Sukh Sagar,Yes,No,3.8/5,473,"080 25538888
080 25533377",Koramangala 5th Block,Casual Dining,"South Indian, North Indian, Chinese, Street Food",500,"['Pongal', 'Masala Vada Pav', 'Salad', 'Biryani', 'Masala Prawn']",Delivery,BTM
"148, 1st Floor, 9th Main, 6th Sector, HSR, Bangalore",Birinz,Yes,No,4.2/5,78,080 49653397,HSR,Casual Dining,"Biryani, Kebab, Fast Food",400,"['Murgh Ghee Roast', 'Onion Rings', 'Chicken Grill', 'Burrito Bowl', 'Sandwich']",Delivery,BTM
"1, 1st G Cross, 19th Main, Near Kumariamma Temple, Tavarekere Main Road, Gangothri Circle, 1st Stage, BTM, Bangalore",Kabab Ghar,Yes,No,3.3/5,14,"+91 9538411587
+91 9538411596",BTM,,"Biryani, North Indian, Kebab",600,"['Phirni', 'Shahi Paneer', 'Mutton Biryani', 'Coffee', 'Chicken Grill']",Delivery,BTM
"242,6th Main, 3rd Avenue Teacher's Colony, Venkatapura, Koramangala 1st Block, Bangalore",Shudh Desi Khana,Yes,No,3.5/5,18,+91 9986863810,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",200,"['Masala Papad', 'Roti', 'Schezwan Momos', 'Halwa', 'Pizza']",Delivery,BTM
"447/B, 17th G Main, Opposite to Bus Depot Road, Koramangala 5th Block, Bangalore",Sulemani Chichas,Yes,No,4.1/5,361,080 49652154,Koramangala 5th Block,"Takeaway, Delivery","Biryani, Hyderabadi, Kebab",400,"['Prawn', 'Chicken Tikka Biryani', 'Fish', 'Onion Rings', 'Raita']",Delivery,BTM
"63, 5th Block, Jyoti Nivas College Road, Bengaluru, Koramangala 5th Block, Bangalore",Namma Biriyani,Yes,No,3.7/5,14,080 43758178,Koramangala 5th Block,Quick Bites,"Biryani, Chinese, North Indian",250,"['Raita', 'Tandoori Chicken', 'Baby Corn Masala', 'Butter Naan', 'Kachori']",Delivery,BTM
"24/1, 1st Main Rd Land mark, 8th Cross Rd, New Gurappana Palya, 1st Stage, BTM Layout, Bengaluru, Karnataka",Ice Cafe & Lassi Shop,Yes,No,3.7/5,26,+91 7892293634,BTM,Beverage Shop,"Beverages, Juices",100,"['Cheese Maggi', 'Hazelnut Mousse Flan', 'Hyderabadi Biryani', 'Mango Lassi', 'Burgers']",Delivery,BTM
"2nd Main, Tavarekere Extension, Chocolate factory road ,Maruti Nagar, BTM, Bangalore",The Cake Lair,Yes,No,3.5/5,9,"+91 9526610662
+91 9031373137",BTM,Quick Bites,"Bakery, Fast Food, Beverages",600,"['Ginger Chai', 'Brownie Chocolate', 'Pasta', 'Ginger Chicken', 'Burgers']",Delivery,BTM
"96, 60 Feet Road, Koramangala 6th Block, Bangalore",Shanthi Sagar,Yes,No,3.1/5,8,+91 9916182663,Koramangala 6th Block,Quick Bites,South Indian,250,"['Appam', 'Sandwiches', 'Prawn Ghee Roast', 'Paneer Tikka', 'Crab Soup']",Delivery,BTM
"2nd Cross, Opposite Koramangala Police Station, Koramangala 8th Block, Bangalore",Maa Durga Fast Food,Yes,No,3.6/5,21,+91 8073584451,Koramangala 8th Block,Quick Bites,"North Indian, Fast Food",300,"['Chicken Sandwich', 'Peri Peri Fries', 'Cocktails', 'Kachori', 'Pizza']",Delivery,BTM
"45, 17th Main, 100 Feet Road, Opposite Shanthi Sagar, Koramangala 4th Block, Bangalore",Foody's Lane,Yes,No,,0,+91 8459441351,Koramangala 4th Block,Quick Bites,"North Indian, Chinese",450,"['Dal Makhani', 'Sea Food', 'Beer', 'Butter Chicken', 'Paratha']",Delivery,BTM
"87, 4th Floor, 14th Main Rd, Sector 4, HSR, Bangalore",Spicy Kitchen,Yes,No,3.7/5,62,+91 9663079398,HSR,Quick Bites,"Andhra, North Indian",500,"['Chicken Pizza', 'Lunch Buffet', 'Kaaram Biryani', 'Mutton Keema Biryani', 'Dum Biryani']",Delivery,BTM
"1st Main, 982 A, Koramangala 1st Block, Bangalore",Xpress Dhaba,Yes,No,,0,+91 9800055522,Koramangala 1st Block,Quick Bites,North Indian,400,"['Breakfast Buffet', 'Shawarma', 'Amritsari Kulcha', 'Chicken Wings', 'Pasta']",Delivery,BTM
"1086/A, Twin Tulips, Sector 3, 18th Cross, Near BDA Complex, HSR, Bangalore",Oliver Wraps,Yes,No,3.1/5,8,080 49652490,HSR,"Takeaway, Delivery","Rolls, Fast Food",300,"['Kalmi Kabab', 'Pizza', 'Biryani', 'Donne Biryani', 'Rumali Roti']",Delivery,BTM
"927 H, 1st Floor, 1st A Main, Koramangala 4th Block, Bangalore",Maa Bhook Lagi,Yes,No,3.9/5,296,+91 8197726028,Koramangala 4th Block,"Takeaway, Delivery",North Indian,400,"['Salads', 'Rajasthani Thali', 'Panneer Butter Masala', 'Lunch Thali', 'Biryani']",Delivery,BTM
"124, First Floor, KHB Colony, Koramangala 5th Block, Bangalore",30 Square,Yes,No,4.2/5,556,"+91 9739275618
+91 8884187565",Koramangala 5th Block,Quick Bites,"Tibetan, Nepalese, Momos",400,"['Mushroom Momo', 'Chocolate Momos', 'Thukpa', 'Noodles', 'Tai Pai Chicken']",Delivery,BTM
"13(29), 2nd Cross, Opposite St. Johns Wood Apartment, Taverekere Main Road, BTM, Bangalore",Fillers,Yes,No,3.9/5,138,+91 9663577118,BTM,Quick Bites,"North Indian, Fast Food",300,"['Pav Bhaji', 'Vada', 'Paratha', 'Rolls', 'Vegetarian']",Delivery,BTM
"1, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",Punjabites,Yes,No,3.7/5,23,080 43334321,BTM,"Takeaway, Delivery","North Indian, Charcoal Chicken",400,"['Roti', 'Lassi', 'Masala Dosa', 'Fish Curry', 'Chicken Grill']",Delivery,BTM
"487, JT Plaza, JNC Road, Koramangala 5th Block, Bangalore",Cream Chemistry,Yes,No,4.0/5,229,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts",500,"['Faluda', 'Crepe', 'Tender Coconut Ice Cream', 'Mango Ice Cream', 'Waffles']",Delivery,BTM
"1015, 80 Feet Road, 1st Block, Near Wipro Signal, Koramangala 1st Block, Bangalore",Little Kitchen,Yes,No,3.6/5,82,"080 25525950
080 25631504",Koramangala 1st Block,Quick Bites,"Salad, Biryani, Chinese, North Indian, Kerala, Desserts, Seafood, South Indian",400,"['Pita Bread', 'Shikanji', 'Subz Biryani', 'Raita', 'Paya Soup']",Delivery,BTM
"4, 4th Main Road, Near Health India, BTM, Bangalore",Knight Ryders,Yes,No,3.4/5,239,+91 7259432492,BTM,Delivery,"North Indian, Chinese",400,"['Pasta', 'Buttermilk', 'Chicken Tikka', 'Donne Biryani', 'Dal Makhani']",Delivery,BTM
"22/23 B, Mangammanapalaya Main Road, HSR Layout Bangalore",Hotel Dine City,Yes,No,3.5/5,83,+91 9108389900,HSR,Casual Dining,"North Indian, South Indian, Chinese, Arabian",800,"['Mutton Chops', 'Spicy Chicken', 'Biryani', 'Lamb Ribs', 'Filter Coffee']",Delivery,BTM
"8/37, Opposite Padmavati School, Maruthi Niagara, Madiwala, BTM, Bangalore",Falooda Cafe,Yes,No,NEW,0,+91 9945105785,BTM,Quick Bites,"Beverages, Desserts",200,"['Hot Chocolate', 'Gajar Ka Halwa', 'Chocolate Ball', 'Nutella Shake', 'Pancakes']",Delivery,BTM
"1515, 19th Main Rd, Sector 4, HSR, Bangalore",Pulp Juice Bar,Yes,No,3.6/5,16,+91 8147468619,HSR,Beverage Shop,"Beverages, Juices, Ice Cream",150,"['Thick Shakes', 'Palak Paneer', 'Coffee', 'Pav Bhaji', 'Mango Kulfi']",Delivery,BTM
"307/1, 1st Main Cross, Next to Essar Petrol Bunk, 1st Block Koramangala, Bengaluru",Paratha Darbar,Yes,No,3.5/5,13,+91 7406063636,Koramangala 1st Block,Quick Bites,North Indian,400,"['Panipuri', 'Waffles', 'Filter Kaapi', 'Chaat', 'Buttermilk']",Delivery,BTM
"69, 19th Main, Sector 1, HSR Layout, HSR, Bangalore",Chef Baker's,Yes,No,3.9/5,204,"+91 7406066615
+91 8880404444",HSR,"Bakery, Cafe","Continental, Cafe, Desserts, Italian, Bakery",600,"['White Sauce Pasta', 'Brownie', 'Chocolate Truffle', 'Donut', 'Hot Chocolate']",Delivery,BTM
"11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Kaati Zone,Yes,No,3.3/5,4,+91 8123540662,Koramangala 6th Block,Quick Bites,"Fast Food, Biryani, Rolls",350,"['Biryani', 'Aloo Paratha', 'Rolls', 'Burgers', 'Chicken Shawarama']",Delivery,BTM
"71/72, The Elite, 5th Block, JNC Road, Industrial Layout, Koramangala, Koramangala 5th Block, Bangalore",Just Shawarma,Yes,No,4.0/5,410,+91 7676764422,Koramangala 5th Block,Quick Bites,Arabian,300,"['Falafel', 'Chicken Grill', 'Shawarma Roll', 'Chilli Chicken', 'Rumali Roti']",Delivery,BTM
"Shop 93, 17th H Main Road, KHB Colony, Koramangala 5th Block, Bangalore",Village Donne Biryani,Yes,No,3.3/5,49,+91 9880187342,Koramangala 5th Block,Quick Bites,Biryani,300,"['Chicken Grill', 'Hyderabadi Biryani', 'Donne Chicken Biryani', 'Tandoori Chicken', 'Dragon Chicken']",Delivery,BTM
"14th Main, 4th Sector HSR, Bangalore",MRA,Yes,No,3.7/5,25,080 43334321,HSR,"Takeaway, Delivery",Bakery,200,"['Chocolate Cheese', 'Veg Burger', 'Sandwich', 'Veg Puff', 'Chocolate Cake']",Delivery,BTM
"14th Main, 4th Sector, HSR, Bangalore",Swathi Restaurant,Yes,No,,0,080 43334321,HSR,"Takeaway, Delivery","Andhra, North Indian, Chinese",400,"['Biryani', 'Noodles', 'Masala Dosa', 'Ginger Tea', 'Fish']",Delivery,BTM
"51, Rama Temple Road, Near VRR Home, Chandra Layout, Ejipura, Bangalore",C Kosila Kitchen,Yes,No,3.1/5,7,+91 9611557071,Ejipura,Quick Bites,North Indian,300,"['Paratha', 'Kadai Paneer', 'Chicken Grill', 'Vada', 'Coffee']",Delivery,BTM
"122, KHB Colony, Koramangala 5th Block, Bangalore",Coffee Tea & More,Yes,No,4.0/5,63,+91 7402812288,Koramangala 5th Block,Quick Bites,"Beverages, Sandwich",150,"['Chicken Tikka', 'Salads', 'Samosa', 'Pizza', 'Vanilla Ice Cream']",Delivery,BTM
"1504, 19th Main Road, Near TVS Kubera Motors, Sector 4, HSR, Bangalore",Ibaco,Yes,No,4.0/5,59,"+91 9886697746
+91 8867747478",HSR,Dessert Parlor,Desserts,300,"['Panipuri', 'Waffles', 'Burgers', 'Blueberry Cheesecake', 'Mango Ice Cream']",Delivery,BTM
"405/3, 6th D Cross, Venkatapura, HSR, Bangalore",Momo Time,Yes,No,,0,+91 7005889963,HSR,Quick Bites,"Momos, Chinese",300,"['Noodle', 'Pad Thai Noodle', 'Masala Chaach', 'Pizza', 'Momos']",Delivery,BTM
"177, 9th Main Road, 7th Sector, HSR Layout, HSR, Bangalore",House Stark Cafe,Yes,No,3.9/5,44,+91 9538735364,HSR,Cafe,"Cafe, Desserts, Fast Food, Burger",300,"['Nutella Waffle', 'Aloo Paratha', 'Brownie Chocolate', 'Chaat', 'Mushroom Soup']",Delivery,BTM
"Eat Street, Koramangala 6th Block, Bangalore, Bengaluru",Dosalicious,Yes,No,3.3/5,7,+91 9513485981,Koramangala 6th Block,Quick Bites,South Indian,150,"['Upma', 'Donne Biryani', 'Masala Dosa', 'Filter Coffee', 'Vada']",Delivery,BTM
"Munireddy Eeramma Kalyana Mantapa, Koramangala 6th Block, Bangalore",Bawarchi Biryani,Yes,No,3.4/5,65,+91 7676319880,Koramangala 6th Block,Quick Bites,"Biryani, South Indian",350,"['Dum Biryani', 'Chicken Guntur', 'Appam', 'Sweet Corn Soup', 'Chicken Curry']",Delivery,BTM
"124, Near Jyothi Nivas College, 1st Cross, KHB Colony, Koramangala 5th Block, Bangalore",Meghana Foods,Yes,No,4.4/5,7210,080 49653429,Koramangala 5th Block,Casual Dining,"Biryani, Seafood, Andhra, North Indian",600,"['Chicken Biryani', 'Veg Thali', 'Gulab Jamun', 'Sea Food', 'Lemonade']",Delivery,BTM
"428, Ground Floor, 8th Main Road, Koramangala 4th Block, Bangalore",Terra Bites,Yes,No,4.0/5,61,+91 8043744044,Koramangala 4th Block,"Cafe, Casual Dining","Cafe, Italian, Continental",700,"['Sandwiches', 'Beer', 'Chicken Pakora', 'Chicken Tikka', 'Pasta']",Delivery,BTM
"Shop 607, 17th Main Road, Koramangala 6th Block, Bangalore",White Elefan Coffee and Snack Bar,Yes,No,3.9/5,45,"+91 9769946610
+91 9035009941",Koramangala 6th Block,Quick Bites,"Coffee, Fast Food, Chinese, Beverages",550,"['Chocolate Icecreams', 'Coffee', 'Chicken Momo', 'Idli', 'Dal Tadka']",Delivery,BTM
"1745, 19th Main, Garden Layout Sector 2, HSR layout, HSR, Bangalore",The Tandoori Chai,Yes,No,3.9/5,60,080 49585605,HSR,Quick Bites,"North Indian, Fast Food, Street Food, Beverages",400,"['Chicken Biryani', 'Idli', 'Pizza', 'Kit Kat Shake', 'Biryani']",Delivery,BTM
"5, 1st Main, Jakkasandra Extension, Koramangala 1st Block, Bangalore",Mangala's Tea Time Cafe,Yes,No,,0,+91 9901474138,Koramangala 1st Block,Quick Bites,"Tea, Fast Food",150,"['Lemonade', 'Chicken Rice', 'Sandwich', 'Irani Chai', 'Burgers']",Delivery,BTM
"448, Jharana, 4th Sector, 17th Main, 17th Cross, Ground Floor, HSR Layout, Bangalore",Tea Trails,Yes,No,NEW,0,+91 7483911500,HSR,Casual Dining,"North Indian, Tea, Fast Food",600,"['Lemon Tea', 'Ginger Tea', 'Paratha', 'Raita', 'Poha']",Delivery,BTM
"506, 6th Cross Road, Koramangala 6th Block, Bangalore",Grand Gowdru Hotel,Yes,No,3.5/5,31,+91 9148886566,Koramangala 6th Block,Casual Dining,"South Indian, North Indian, Chinese",700,"['Sea Food', 'Paratha', 'Biryani', 'Methi Paratha', 'Beef Fry']",Delivery,BTM
"18, 4th Main, 14th Cross, 4th Link Road, Maruthi Nagar, Madiwala, BTM, Bangalore",High n Hungry,Yes,No,2.9/5,95,"040 42150606
+91 9886941212",BTM,Delivery,"North Indian, South Indian, Chinese, Fast Food",700,"['Whole Meat Shawarma', 'Ginger Chicken', 'Dal Makhani', 'Murgh Ghee Roast', 'Mojito']",Delivery,BTM
"17/J, 18th Cross, Sector 3, HSR, Bangalore",Caffe Pascucci,Yes,Yes,4.1/5,719,+91 8043758922,HSR,Cafe,"Cafe, Continental, Pizza, Italian, Beverages",950,"['Chocolate Pizza', 'Sushi', 'Chaat', 'Donut', 'Sangria']",Delivery,BTM
"356, 1st B Main, Koramangala 7th Block, Bangalore",Yummy Biryani,Yes,No,3.8/5,41,+91 9663673346,Koramangala 7th Block,Quick Bites,Biryani,200,"['Mutton Biryani', 'Roti', 'Chicken Kebab', 'Chop Suey', 'Chinese Chop Suey']",Delivery,BTM
"Shop no 2 No 34 5th cross, 60ft main road 5th block, Koramangala 5th Block, Bangalore",Karachi Bakery,Yes,No,3.3/5,5,080 41207779,Koramangala 5th Block,Bakery,"Bakery, Desserts",400,"['Pineapple Cake', 'Cappuccino', 'Chocolate Cake', 'Donut', 'Caramel Ganache']",Delivery,BTM
"1502, Ground Floor, Sector 1, HSR Layout, HSR, Bangalore",Bonum cibum,Yes,No,4.5/5,181,"080 22588010
+91 9740134417",HSR,Casual Dining,"Lebanese, Turkish","1,200","['Momos', 'Fattoush Salad', 'Turkish Ice Cream', 'Falafel', 'Burgers']",Delivery,BTM
"5th Floor, L167, Outer Ring Road, Service Lane, Sector 6, HSR, Bangalore",Zero Mile Punjab,Yes,Yes,4.1/5,1336,+91 9986785586,HSR,Casual Dining,"North Indian, Mughlai",800,"['Balti Gosht', 'Paratha', 'Raita', 'Butter Chicken', 'Gulab Jamun']",Delivery,BTM
"18, 4th Cross, 4th Link Road, Maruthi Nagar, Madiwala, 1st Stage, BTM, Bangalore",Tandoor Merchant,Yes,No,3.4/5,22,+91 7259015811,BTM,"Takeaway, Delivery","North Indian, Chinese, Fast Food",500,"['Friendly Staff', 'Burgers', 'Paratha', 'Tandoori Chicken', 'Butter Naan']",Delivery,BTM
"#22, Tank Bund Road, NS Palya, 2nd Stage, BTM, Bangalore",Paratha Plaza,Yes,No,3.0/5,96,+91 9731385140,BTM,Quick Bites,"North Indian, Chinese",300,"['Gulab Jamun', 'Calamari', 'Lunch Buffet', 'Spicy Crabmeat Soup', 'Chicken Curry']",Delivery,BTM
"502 6th Cross Rd, Koramangala 6th Block, Bangalore",Sri Ganesh Fruit Juice Centre,Yes,No,3.2/5,4,+91 8970401058,Koramangala 6th Block,Beverage Shop,"Juices, Beverages",100,"['Sandwiches', 'Cheesy Grilled Sandwich', 'Empanadas', 'Custard Apple', 'Pasta']",Delivery,BTM
"15th Cross Rd, Vinayaka Nagar, Muneswara Nagar, Sector 6, HSR, Bangalore",Anika's India Kitchen,Yes,No,3.3/5,5,+91 9538270610,HSR,Delivery,"Biryani, North Indian",250,"['Paneer Biryani', 'Ghee Rice', 'Chicken Curry', 'Butter Chicken', 'Lamb']",Delivery,BTM
"Shop 260, 4th Cross Road, 12th Main, Koramangala 4th Block, Bangalore",Gulp The Pulp,Yes,No,3.7/5,19,+91 9916364089,Koramangala 4th Block,Delivery,"Beverages, Juices, Healthy Food",200,"['Paneer Tikka', 'Brownie Shake', 'Asparagus Soup', 'Chicken Sandwich', 'Pizza Sandwich']",Delivery,BTM
"9, Mangammana Palya Main Road, Opposite Auto Gas, Sector 7, HSR, Bangalore",Golden Restaurant,Yes,Yes,3.4/5,409,"080 48544452
+91 9591444953",HSR,Casual Dining,"North Indian, Mughlai",750,"['Chaat', 'Raita', 'Thali', 'Dahi Kebab', 'Dal Makhani']",Delivery,BTM
"52/53 Kavery Nagar, Kodichikkanahalli Main Road, Bommanahalli, Bangalore",Parisar Veg Restaurant,Yes,No,3.6/5,64,"080 49589900
+91 8123083228",Bommanahalli,Casual Dining,"Chinese, North Indian, South Indian",400,"['Friendly Staff', 'Kerala Parotta', 'Garlic Naan', 'Rolls', 'Prompt Service']",Delivery,BTM
"58/59, 12th Main, 17th Cross, 6th Sector, Next to MK Ahmed Super Mart, HSR, Bangalore",Lassi Magic,Yes,No,,0,080 25729926,HSR,Beverage Shop,"Beverages, Ice Cream",200,"['Chocolate Oreo', 'Hot Chocolate', 'Pancakes', 'Hot Chocolate Fudge', 'Salad']",Delivery,BTM
"Shop 355/1 14th B Cross, Sector 6, HSR, Bangalore",Kwality Cakes N Bakes,Yes,No,3.7/5,91,"+91 9206099666
+91 9945466681",HSR,Bakery,"Bakery, Desserts",350,"['Brownie', 'Blueberry Cheesecake', 'Chocolate Mousse', 'Milk Shake', 'Dessert Jar']",Delivery,BTM
"115, 30th Main, 2nd Stage, Nanjappa Reddy Layout, BTM, Bangalore",Night Biryani,Yes,No,3.2/5,20,+91 8546822225,BTM,"Takeaway, Delivery","Biryani, North Indian",600,"['Butter Chicken', 'Mocktails', 'Chicken Lollipop', 'Grilled Mushrooms', 'Lassi']",Delivery,BTM
"5th Main, Near Muni Reddy Kalyana Mantap, Koramangala 5th Block, Bangalore",Sree Krishna Kafe,Yes,No,4.2/5,969,"080 41104345
+91 8197156368",Koramangala 5th Block,Quick Bites,South Indian,200,"['Benne Dosa', 'Fry Prawns', 'Filter Coffee', 'Potato Cheese Ball', 'Tea']",Delivery,BTM
"10/20, 100 Feet Ring Road, Besides HDFC Bank, 1st Stage, BTM Layout, Bangalore",The London Shakes,Yes,No,NEW,0,"+91 8807883706
+91 7899612196",BTM,Beverage Shop,"Beverages, Fast Food, Italian",400,"['Paneer Bhurji', 'Chai', 'Chicken Roll', 'Caramel Ganache', 'Fattoush']",Delivery,BTM
"251/A, 19th Main Road, 17th Cross, Sector 4, HSR, Bangalore",Shree Khana Khazana,Yes,No,3.9/5,356,"+91 8050891627
+91 8095803482",HSR,Casual Dining,"North Indian, Chinese",450,"['Biryani', 'Fish', 'Sea Food', 'Dal Fry', 'Dal Tadka']",Delivery,BTM
"36/1, Sarjapur Main Road, Jakkasandra, 1st Block Koramangala, Bangalore",Tanu Di's Kitchen,Yes,No,,0,+91 9108608305,Koramangala 1st Block,Quick Bites,"North Indian, South Indian, Bengali",350,"['Tea', 'Ghee Rice', 'Podi Dosa', 'Egg Noodles', 'Shahi Paneer']",Delivery,BTM
"11, Eat Street, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Kaaram,Yes,No,3.9/5,321,080 49653061,Koramangala 6th Block,Casual Dining,"Andhra, Biryani",500,"['Pepper Chicken', 'Galauti Kebab', 'Chicken Roll', 'Ghee Rice', 'Mutton Biryani']",Delivery,BTM
"Maruthi Nagar Main Road, 9th Cross, BTM, Bangalore",Jose's Mess,No,No,4.3/5,315,080 26840905,BTM,Mess,"Kerala, South Indian, Biryani",300,"['Coffee', 'Malabari Biryani', 'Pepper Chicken', 'Curd Rice', 'Shawarma']",Delivery,BTM
"Tavarekere Main Road, 2nd Stage, BTM, Bangalore",Juice 99,Yes,No,3.4/5,18,+91 8075409113,BTM,Quick Bites,Beverages,150,"['Pizza', 'Corn Dog', 'Chai', 'Hot Chocolate', 'Choco Almond']",Delivery,BTM
"3, Opposite Forum Mall, Kauvery Layout, 1st Cross, Tavarekere Main Road, BTM, Bangalore",Ammus Hot N Cool,Yes,No,3.4/5,84,+91 7829389148,BTM,Quick Bites,"North Indian, Chinese",300,"['Chicken Shwarma Roll', 'Noodles', 'Draught Beer', 'Butter Chicken', 'Veg Thali']",Delivery,BTM
"912, 80 Feet Road 6th Block, Kormangala, BTM, Bangalore",Cane Crussh,Yes,No,NEW,0,+91 9742134883,BTM,Beverage Shop,Juices,100,"['Shahi Paneer', 'Pav Bhaji', 'Egg Masala', 'Sandwich', 'Coffee']",Delivery,BTM
"159, 17th C Main, Near Accura Hospital, Koramangala 5th Block, Bangalore",Cakes & Candles,Yes,No,3.1/5,11,"080 42123531
+91 8123949607",Koramangala 5th Block,"Bakery, Dessert Parlor","Bakery, Desserts",300,"['Guava Ice Cream', 'Chocolate Chip Cookie', 'Liege Waffle', 'Chocolate Pastry', 'Burgers']",Delivery,BTM
"1131, 17th Cross, 7th Sector, Near Vasan Eye Clinic, HSR, Bangalore",Reddy's Restaurant,Yes,No,3.7/5,141,"+91 7760510003
+91 7760310003",HSR,Casual Dining,"Andhra, Biryani, South Indian, Chinese",500,"['Ghee Rice', 'Kebab Manchurian', 'Pork Chilli', 'Biryani', 'Lunch Buffet']",Delivery,BTM
"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",New Gongura Grand,Yes,No,3.9/5,368,"+91 8904133998
+91 8904233998",HSR,Casual Dining,"Andhra, Biryani, North Indian, Chinese",550,"['Chicken Stew', 'Shawarma', 'Vegetable Biryani', 'Paneer Biryani', 'Raita']",Delivery,BTM
"1988, Sector 3, HSR Layout, HSR Club Road, HSR, Bangalore",Kadal Da Meen,Yes,No,3.9/5,116,+91 8043746222,HSR,Casual Dining,"Biryani, Seafood",900,"['Mutton Biryani', 'Sea Food', 'Fish', 'Murgh Ghee Roast', 'Chicken Handi']",Delivery,BTM
"116, 31st Main, 2nd Stage, Behind Bus Stand, BTM, Bangalore",Andhra Bhojanam,Yes,No,3.2/5,23,+91 8546822220,BTM,"Takeaway, Delivery","Andhra, Biryani, North Indian",600,"['Gongura Chicken Biryani', 'Gulab Jamun', 'Shahi Paneer', 'Friendly Staff', 'Caesar Salad']",Delivery,BTM
"104, 1st Cross, 20th Main Road, Maruthi Nagar Main Road, BTM, Bangalore",Smoothie Hub,Yes,No,3.1/5,4,"+91 9108461458
+91 9901009005",BTM,Beverage Shop,"Beverages, Sandwich",100,"['Filter Coffee', 'Thick Shakes', 'Shawarma', 'Chicken Bbq Burger', 'Tea']",Delivery,BTM
"17G, 18th Cross, 3rd Sector, HSR, Bangalore",99 Variety Dosa and Pav Bhaji,Yes,No,4.0/5,101,+91 9741792035,HSR,Quick Bites,"South Indian, North Indian, Street Food",250,"['Chicken Kebab', 'Samosa Chaat', 'Neer Dosa', 'Chaat', 'Buttermilk']",Delivery,BTM
"11, 4th C Cross, Behind HDFC Bank, Koramangala 5th Block, Bangalore",Popsies,Yes,No,3.9/5,823,"080 65463880
080 65659336",Koramangala 5th Block,Casual Dining,"Chinese, Momos",550,"['Masala Fries', 'Chicken Manchow Soup', 'Masala Poori', 'Sandwiches', 'Schezwan Fried Rice']",Delivery,BTM
"10, 1st Cross, 5th A Block, Near Jyothinivas College",Just Bake,Yes,No,3.8/5,122,+91 8970010111,Koramangala 5th Block,Bakery,"Bakery, Desserts",400,"['Belgian Chocolate', 'Gooey Chocolate Cupcake', 'Cheesecake', 'Mojito', 'Brownie Chocolate']",Delivery,BTM
"Near BDA Complex, 14th Main Road, Sector 7, HSR Layout, HSR, Bangalore",Baskin Robbins,Yes,No,3.7/5,42,080 65341111,HSR,Dessert Parlor,"Ice Cream, Desserts",250,"['Paneer Peri Peri', 'Brownie', 'Double Chocolate Cake', 'Friendly Staff', 'Pasta']",Delivery,BTM
"970, 1st Block, 1st Main, Koramangala 1st Block, Bangalore",Shree Saraswathi Sweets Centre,Yes,No,3.6/5,18,"+91 9986114708
080 41217179",Koramangala 1st Block,Sweet Shop,"Mithai, Street Food",100,"['Rasmalai', 'Samosa', 'Chaat', 'Masala Poori', 'Masala Vada Pav']",Delivery,BTM
"Shop 225, 1st Main, 1st Block, Near HDFC Bank, S.T. Bed, Koramangala 1st Block, Bangalore",Malabar Mandra,Yes,No,3.6/5,45,"+91 9036111919
+91 9880860744",Koramangala 1st Block,Casual Dining,"Kerala, Chinese",700,"['Chicken Wings', 'Chicken Grill', 'Pork Thali', 'Dj', 'Craft Beer']",Delivery,BTM
